species,category,growth_type,height_m,SLA_mm2_mg.1,seed_dry_mass_mg,upper_slope,lower_slope,ridge_summit,valley_flatland,NA
Ophiopogon japonicus,native,herbaceous,0.28536681754101273,23.835529549107672,45.589999999999996,1,1,1,1,0
Patrinia scabiosifolia,native,herbaceous,0.26535537357526817,35.2104828856051,0.8066,1,1,1,1,0
Liparis kumokiri,native,herbaceous,0.3541284559626419,25.36436555821317,6.95833489725477,1,1,1,1,0
Pentarhizidium orientale,native,herbaceous,0.7903851304572062,26.568702550770734,1.3611319583811732,1,1,0,1,0
Eupatorium rugosum,Aster_exotic,herbaceous,1.046,9.28087485552745,0.034800000000000005,1,1,1,1,0
Polygonum praetermissum,native,herbaceous,0.6351182113867749,36.33578427501406,3.6937119314625644,0,1,0,0,0
Dryopteris crassirhizoma,native,herbaceous,0.5565432791699102,26.937084495541214,1.3432687595218122,1,1,1,1,1
Dryopteris parasitica,native,herbaceous,0.5565432791699102,26.937084495541214,1.3432687595218122,1,1,0,1,0
Paris verticillata,native,herbaceous,0.3031769418360545,32.968945040076974,20.40715055856045,1,1,1,1,0
Carex gifuensis,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,1,1,1,1,0
Phegopteris connectilis,native,herbaceous,0.6964023974627127,28.234711407556144,1.203695965470303,1,1,0,1,0
Erythronium japonicum,native,herbaceous,0.3014193689834412,33.11000318209405,12.58442962143311,1,1,1,1,0
Dryopteris lacera,native,herbaceous,0.5565432791699102,26.937084495541214,1.3432687595218122,1,1,1,1,1
Lygodium japonicum,native,herbaceous,0.39724287221075755,26.588132539011866,2.945053497499118,1,1,1,1,0
Astragalus membranaceus,native,herbaceous,0.2757284228714122,36.46766473073999,6.728820979068652,1,1,0,0,0
Carex japonica,native,herbaceous,0.19123428311814214,22.17291811834657,1.0765768667074218,1,1,0,1,0
Sanicula chinensis,native,herbaceous,0.5,54.34485647000001,1.4893990625335958,1,1,1,1,0
Iris sanguinea,native,herbaceous,0.4113172026187695,25.58207302727889,8.9,1,1,1,1,0
Allium thunbergii,native,herbaceous,0.30951006162160716,23.7572151483975,3.5793163054085637,1,1,1,1,0
Elsholtzia splendens,native,herbaceous,0.5291719344690305,21.80955475531449,0.29999999999999993,1,1,1,1,0
Corydalis ochotensis,native,herbaceous,0.32269199405820537,31.61849003138039,2.191884862351129,1,1,0,1,1
Polygonum perfoliatum,native,herbaceous,0.7010514553884439,34.227235800865955,19.6417333333333,1,1,1,1,0
Arthraxon hispidus,native,herbaceous,0.5435746575688908,23.965270523841987,1.3264748687436247,1,1,1,1,0
Mosla dianthera,native,herbaceous,0.5291719344690305,21.80955475531449,0.2948,1,1,0,0,0
Dioscorea tenuipes,native,herbaceous,0.3409424432500494,41.033298359193935,10.548516305180764,1,1,1,1,0
Chrysosplenium grayanum,native,herbaceous,0.2188775865305466,36.022740656596106,0.34179970014206007,1,1,0,1,0
Breea segetum,Aster_native,herbaceous,0.82937153611484,18.9325542653445,1.35152765957447,0,1,1,0,0
Carpesium macrocephalum,Aster_native,herbaceous,0.5225315941620675,28.53852050905493,0.3332226326255263,1,1,1,1,0
Swertia squarrosa,native,herbaceous,1.1761666198977414,26.73695085309739,0.22477211982384085,0,0,1,0,0
Phragmites japonicus,native,herbaceous,0.778,18.523533266670803,0.3229604751251282,1,1,1,1,0
Corydalis remota,native,herbaceous,0.3178420669312345,32.352315804366235,2.0148749074355203,1,1,1,1,0
Pseudognaphalium affine,Aster_native,herbaceous,0.5634284122343932,28.639035102855964,0.07371654801229882,1,1,0,0,0
Sanguisorba hakusanensis,native,herbaceous,0.4512218620258584,21.224401890090817,1.3444,1,1,1,0,0
Hepatica asiatica,native,herbaceous,0.092887323943662,37.295,3.36483333333333,1,1,1,1,0
Rubia chinensis,native,herbaceous,1.1886182950030708,26.81692330102971,0.6837843772529991,1,1,0,1,0
Crepidiastrum sonchifolium,Aster_native,herbaceous,0.7950287160315263,28.091343020314962,0.1828754754195766,1,1,1,1,0
Thelypteris japonica,native,herbaceous,0.6867907372573095,28.24038975493028,1.2733725862566148,1,1,1,1,0
Mitchella undulata,native,herbaceous,1.103364770053531,26.86036635254857,0.2102704542921358,1,1,1,0,1
Carex sabynensis,native,herbaceous,0.18477951896702852,21.916057884644363,0.9549256943152046,1,1,0,1,0
Saussurea seoulensis,Aster_native,herbaceous,0.890367424667546,21.928666557232876,2.535841241199409,1,1,1,1,0
Polygonum pubescens,native,herbaceous,0.623536634177847,35.754654506823606,2.899357370684519,1,0,0,0,0
Dicentra spectabilis,native,herbaceous,0.3118323978537965,32.462613048358826,2.035742384263638,1,0,0,1,0
Caulophyllum robustum,native,herbaceous,0.3175150630648208,31.765242936094495,2.066051800571848,1,1,0,1,0
Lilium lancifolium,native,herbaceous,0.3014193689834412,32.857966273805616,18.133940821552894,1,1,1,1,0
Athyrium sinense,native,herbaceous,0.7619026013317028,26.67005911854854,1.3940271732369396,1,1,1,1,0
Salvia chanroenica,native,herbaceous,0.43961569319173,21.206240542186386,0.47034049104977155,1,1,0,0,0
Actaea asiatica,native,herbaceous,0.3592626730047713,29.010961129711394,2.562222640975122,1,1,1,1,0
Galium trachyspermum,native,herbaceous,0.6350015099001417,28.293369021421977,0.2368,1,1,1,1,0
Cimicifuga dahurica,native,herbaceous,0.32411720333407956,29.78551058501811,2.0969671051519265,1,1,0,1,0
Dennstaedtia wilfordii,native,herbaceous,0.3852154455230161,26.13018229400172,2.1642633589692,1,1,0,1,1
Chloranthus fortunei,native,herbaceous,0.27863353944242936,38.84496474932322,2.601284710481711,1,0,0,0,1
Arisaema peninsulae,native,herbaceous,0.38028135911255456,34.8942527961825,20.55,1,1,1,1,0
Aconitum jaluense,native,herbaceous,0.3592626730047713,29.010961129711394,2.562222640975122,1,1,1,1,1
Polygonatum inflatum,native,herbaceous,0.26630872961501184,23.454582119032164,15.048590501528224,1,1,1,1,0
Asperula odorata,native,herbaceous,1.0227576770133808,27.02285789706728,0.9170685523461181,1,1,0,1,0
Onoclea sensibilis,native,herbaceous,0.7903851304572062,26.568702550770734,1.3611319583811732,1,1,1,1,1
Fallopia dentatoalata,native,herbaceous,0.9886764251055408,32.10006712482304,1.956033770373444,1,0,0,1,0
Lithospermum erythrorhizon,native,herbaceous,0.5392714956699332,26.848412654465186,0.5505663967634545,1,1,1,1,0
Jeffersonia dubia,native,herbaceous,0.3256135154959834,31.782431860279136,2.1513481421773477,1,0,0,0,0
Cymopterus melanotilingia,native,herbaceous,0.4829938133513746,33.131437368439144,3.32696320004532,1,1,1,1,0
Melica nutans,native,herbaceous,0.48796349498260355,16.175254156684264,1.1038928402869337,1,0,0,1,0
Coreanomecon hylomeconoides,native,herbaceous,0.30970605239545174,32.428753296398604,2.062528817217989,1,0,0,1,0
Cynanchum ascyrifolium,native,herbaceous,1.1761666198977414,26.73695085309739,0.23848433992694384,1,1,1,1,0
Viola phalacrocarpa,native,herbaceous,0.14669153683084868,33.675506629564076,0.9292968957285821,1,1,0,1,0
Euchiton japonicus,Aster_native,herbaceous,0.5774435442658217,28.327802021215767,0.023093333333333296,1,1,0,0,0
Hieracium umbellatum,Aster_native,herbaceous,0.47243333333,21.610070800373997,0.431561904785714,1,1,0,0,0
Adenophora remotiflora,native,herbaceous,0.20847412792855685,33.134727617969304,0.46712638167317183,1,1,1,1,0
Circaea cordata,native,herbaceous,0.5490011199613128,26.994436178070117,3.142419026672584,1,0,0,1,0
Salvia japonica,native,herbaceous,0.43961569319173,21.206240542186386,0.47034049104977155,1,1,1,0,0
Viola grypoceras,native,herbaceous,0.12434028800092083,34.292362779252706,1.5072401994438012,1,1,1,1,0
Silene seoulensis,native,herbaceous,0.5841487304913033,29.728494432163863,0.4546327192701057,1,0,1,0,0
Diarrhena japonica,native,herbaceous,0.4195399383602253,15.711603181761587,1.2392819853612893,1,1,1,1,1
Paeonia obovata,native,herbaceous,0.22597904595045018,36.51556949802599,0.4442682342501166,1,1,0,1,0
Platanthera ussuriensis,native,herbaceous,0.4300417205610472,25.38807741093562,7.697090702999542,1,0,0,0,0
Lathyrus davidii,native,herbaceous,0.2415949546281303,36.391866379869775,7.4668959700228585,1,1,1,1,0
Melampyrum setaceum,native,herbaceous,0.3631233797260017,22.50313103109647,0.24977582802248066,1,0,1,0,0
Leontopodium leontopodioides,Aster_native,herbaceous,0.5811407282495274,28.982057905778817,0.06575126273792527,0,0,1,0,0
Cardamine amariformis,native,herbaceous,0.2770337653715865,37.87787773674577,0.1502978987478505,1,0,0,1,0
Cardamine leucantha,native,herbaceous,0.24241883664568994,35.705621378092395,0.16992340993979158,1,1,1,1,0
Carpesium divaricatum,Aster_native,herbaceous,0.5406851139719792,28.579369414927545,0.30450632404888045,1,1,0,1,0
Angelica reflexa,native,herbaceous,0.4815141052634872,31.993749901143435,3.146534964057295,1,0,0,0,0
Rumex acetosa,native,herbaceous,0.43991065500756815,28.024223358268433,0.8755216062679747,1,1,0,1,0
Taraxacum officinale,Aster_exotic,herbaceous,0.852194534063195,27.476472154465934,0.13488238285355564,0,1,0,1,0
Aster pilosus,Aster_exotic,herbaceous,1.1931363679412577,16.25114499044575,0.2441912426780551,1,1,1,1,0
Pseudostellaria setulosa,native,herbaceous,0.5702379473851124,35.03633330415107,0.44657793286823194,1,1,0,1,0
Cuscuta australis,native,herbaceous,0.9919790964626778,27.015418495052387,0.37672866602605876,0,1,0,0,0
Pilea japonica,native,herbaceous,0.23020369948571848,37.095288015734404,5.440221857938515,1,1,0,1,1
Galinsoga quadriradiata,Aster_exotic,herbaceous,2.122914757094416,11.3320383165326,0.7050700812884817,1,1,0,1,0
Aster yomena,Aster_native,herbaceous,1.2173632608988372,15.92500800679118,0.2441912426780551,1,1,1,1,0
Circaea mollis,native,herbaceous,0.5490011199613128,26.994436178070117,3.142419026672584,1,1,0,1,0
Kummerowia striata,native,herbaceous,0.18288,34.77089699,1.99622299008032,1,0,0,1,0
Corchoropsis tomentosa,native,herbaceous,0.48440499868481024,28.461804915122073,1.9496424503007395,1,1,0,0,0
Deparia japonica,native,herbaceous,0.7739157170113009,26.617177550918683,1.4017982137973735,1,1,1,1,1
Asarum maculatum,native,herbaceous,0.28422251703847823,38.82063177537908,2.744123615514374,1,0,1,1,0
Pseudostellaria davidii,native,herbaceous,0.6810081816326077,34.079323734522625,0.4108994317352147,1,1,1,1,0
Polygonatum lasianthum,native,herbaceous,0.26630872961501184,23.454582119032164,15.048590501528224,1,1,1,1,0
Phaenosperma globosum,native,herbaceous,1.1855929826324245,16.55156824654442,0.5917143069351983,1,1,1,0,0
Pinellia tripartita,native,herbaceous,0.36979271193793434,35.18457706796073,10.829764491044635,0,0,1,0,0
Dunbaria villosa,native,herbaceous,0.2415949546281303,36.391866379869775,7.556768370378494,1,1,0,0,0
Oreorchis patens,native,herbaceous,0.3468818563023516,25.18518764092874,6.849255263971899,1,1,1,1,0
Pilea peploides,native,herbaceous,0.23020369948571848,37.095288015734404,5.440221857938515,1,1,0,1,0
Pilea mongolica,native,herbaceous,0.23505066829770674,39.5256916996047,2.4435,1,1,1,1,0
Dianthus chinensis,native,herbaceous,0.36541920256484267,28.0509711736671,0.22302055894309464,1,1,0,1,0
Dontostemon dentatus,native,herbaceous,0.4250340036768449,31.579538875959752,0.22946002643358349,0,1,0,0,0
Carex neurocarpa,native,herbaceous,0.1778348306417938,30.23827617010183,0.8130072072066631,0,1,1,0,0
Polygala tenuifolia,native,herbaceous,0.47564596135221093,30.96965074448401,2.703483480971178,0,1,0,0,0
Euphorbia sieboldiana,native,herbaceous,0.25006253377926757,37.02217795015214,0.5719892049274863,1,1,1,1,0
Sium suave,native,herbaceous,0.5542070269978653,27.46102790133971,2.1167232282599335,1,0,0,0,0
Cimicifuga simplex,native,herbaceous,0.32411720333407956,29.78551058501811,2.0969671051519265,1,1,0,1,0
Potentilla discolor,native,herbaceous,0.113314295333255,19.210311345784262,0.19370814328602107,1,0,0,0,0
Asparagus cochinchinensis,native,herbaceous,0.3359181740651517,23.63814521873317,27.377469713908546,1,1,1,1,0
Polystichum polyblepharum,native,herbaceous,0.5778434569761622,27.392780705207922,1.3638697349438371,1,0,0,1,0
Lophatherum gracile,native,herbaceous,0.4348622353935781,21.50372491384668,0.4853607672160027,1,1,0,1,0
Eulalia speciosa,native,herbaceous,0.9938596389506373,16.109542412422122,0.5916440127422601,1,1,1,0,0
Allium microdictyon,native,herbaceous,0.3146214146420656,23.7693819674395,4.883785673431604,1,1,0,0,0
Calamagrostis epigejos,native,herbaceous,0.6080894881645111,16.32193149183317,0.7385656932231842,1,1,0,0,0
Adenocaulon himalaicum,Aster_native,herbaceous,0.9363152515138112,22.04112448677235,1.9947031532599118,1,1,1,1,0
Aster meyendorffii,Aster_native,herbaceous,1.1931363679412577,16.416709675046256,0.2441912426780551,1,1,1,0,0
Petasites japonicus,Aster_native,herbaceous,0.6,28.7023535805359,0.049999999999999996,1,1,1,1,0
Bothriochloa ischaemum,native,herbaceous,0.9938596389506373,16.109542412422122,0.5916440127422601,1,1,0,1,0
Miscanthus sacchariflorus,native,herbaceous,0.667885261106415,14.665187362849304,1.0478556891882442,1,1,0,1,0
Melothria japonica,native,herbaceous,0.7166764259660776,26.571605885317286,3.3974881616066854,0,0,1,1,0
Xanthium canadense,Aster_exotic,herbaceous,0.7434364633211021,20.92974806665788,17.678658815719892,0,0,0,1,0
Panicum bisulcatum,native,herbaceous,0.4741502485484114,27.920366090588892,1.2984712710096602,0,1,0,1,0
Poa sphondylodes,native,herbaceous,0.6343172743179185,23.51233214491865,1.044102069385534,1,1,1,1,0
Crassocephalum crepidioides,Aster_exotic,herbaceous,0.5736164407802447,29.736578278574996,0.16203339575799608,1,1,1,1,0
Arisaema ringens,native,herbaceous,0.3652264362522282,35.344864952895186,12.317837192970282,1,1,1,1,1
Glehnia littoralis,native,herbaceous,0.4492094704091303,31.887513653716685,3.3833645102704066,1,0,0,0,0
Ajuga decumbens,native,herbaceous,1.0185535215740948,20.76453094882335,0.22463643019632223,1,0,0,1,0
Semiaquilegia adoxoides,native,herbaceous,0.3592714614304808,28.72500487513106,2.2764275320056067,1,0,0,1,1
Boehmeria pannosa,native,herbaceous,0.24393980767289392,37.03228742632289,4.958754009657949,1,1,0,1,0
Angelica dahurica,native,herbaceous,0.4815141052634872,31.993749901143435,3.146534964057295,1,0,0,1,0
Hierochloe odorata,native,herbaceous,0.6485118270935787,23.51233214491865,1.0551621595224558,1,0,0,0,0
Corydalis incisa,native,herbaceous,0.32269199405820537,31.61849003138039,2.191884862351129,1,0,0,1,0
Arachniodes aristatissima,native,herbaceous,0.5712930988308275,27.582956674129267,1.2849084450706716,1,1,0,1,1
Lysimachia japonica,native,herbaceous,0.31358825284897784,30.87955399526176,0.17473282255143915,1,1,0,0,0
Botrychium japonicum,native,herbaceous,0.3252994301826274,29.875208001483383,3.1284859733572374,1,1,0,0,0
Huperzia serrata,native,herbaceous,0.2905992774653271,39.29821674746201,3.3621872907237833,1,1,0,1,1
Athyrium alpestre,native,herbaceous,0.7619026013317028,26.67005911854854,1.3940271732369396,1,1,0,1,0
Goodyera rosulacea,native,herbaceous,0.38644465686735463,26.07479553542971,7.555219542429805,1,0,0,0,0
Pimpinella hallaisanensis,native,herbaceous,0.5652058003349484,30.05474296770331,3.4088684955778485,1,0,0,0,0
Brachypodium sylvaticum,native,herbaceous,0.2921689543597288,15.32893978313875,1.915660533930508,1,0,0,0,0
Calanthe discolor,native,herbaceous,0.35102503369544535,25.247048530518285,6.849180312652181,1,0,1,1,1
Ainsliaea apiculata,Aster_native,herbaceous,0.8106758948640782,21.898897445792205,1.7282929992553717,1,1,0,1,1
Lemmaphyllum microphyllum,native,herbaceous,0.6962751388642305,27.092026321503386,1.3256857629349816,1,1,0,1,1
Goodyera schlechtendaliana,native,herbaceous,0.38086412839591693,26.07479553542971,7.8898480936830255,1,1,0,1,1
Cyclosorus acuminatus,native,herbaceous,0.6981972766749225,28.234711407556144,1.203695965470303,1,1,0,0,0
Cyrtomium falcatum,native,herbaceous,0.5712930988308275,27.582956674129267,1.2849084450706716,1,0,0,1,0
Polystichum tagawanum,native,herbaceous,0.5778434569761622,27.392780705207922,1.3638697349438371,1,1,0,0,0
Hydrocotyle maritima,native,herbaceous,0.38223248192115405,38.23015046885049,0.5118701707147267,1,0,0,0,0
Dryopteris monticola,native,herbaceous,0.5565432791699102,26.937084495541214,1.3432687595218122,1,1,0,1,0
Farfugium japonicum,Aster_native,herbaceous,0.6561639316393817,30.817177054266942,1.0890477597601733,1,1,0,1,0
Sasa quelpaertensis,native,herbaceous,2.602852983818602,15.64480718340631,0.576839820754079,1,1,1,1,1
Gynostemma pentaphyllum,native,herbaceous,0.6725336282524984,28.517228577258177,3.1118645036270682,1,1,0,1,1
Dryopteris uniformis,native,herbaceous,0.5565432791699102,26.937084495541214,1.3432687595218122,1,1,0,1,0
Kirengeshoma koreana,native,herbaceous,0.37116356059171174,29.05098366103438,0.5147819061301535,0,0,0,1,0
Acalypha australis,native,herbaceous,0.28427097764436327,37.02197621767555,0.99,1,1,0,1,0
Aconitum pseudolaeve,native,herbaceous,0.3592626730047713,29.02290426735842,2.4355959018638766,1,1,1,1,0
Hylomecon vernalis,native,herbaceous,0.30970605239545174,32.428753296398604,2.062528817217989,1,1,1,1,0
Scopolia japonica,native,herbaceous,0.9691168556737436,27.015418495052387,0.37672866602605876,1,1,0,1,0
Hemerocallis thunbergii,native,herbaceous,0.3375955967950054,26.176207124982824,7.644673222867305,1,0,0,0,0
Geranium thunbergii,native,herbaceous,0.4469076851087937,28.83050496011641,2.5440834763878315,1,1,0,1,0
Aeschynomene indica,native,herbaceous,1.4,23.020879291068063,7.664095384615381,1,0,0,1,0
Corydalis pallida,native,herbaceous,0.32229259726153825,31.60260283071076,2.193206286281857,1,1,1,1,0
Lilium distichum,native,herbaceous,0.3014193689834412,32.857966273805616,18.133940821552894,1,1,1,1,0
Arachniodes amabilis,native,herbaceous,0.5712930988308275,27.582956674129267,1.2849084450706716,1,0,1,1,0
Maianthemum bifolium,native,herbaceous,0.28536681754101273,23.835529549107672,26.18639343892724,1,0,0,0,0
Sanicula tuberculata,native,herbaceous,0.44755590870435186,41.25189412842452,1.4699614265252896,1,1,0,1,0
Hosta minor,native,herbaceous,0.30985270425285855,23.48318677838742,3.798129390169399,1,1,0,1,0
Impatiens noli-tangere,native,herbaceous,0.3269367352388091,29.618187470922653,1.221172011013688,1,1,0,1,0
Phlomis umbrosa,native,herbaceous,1.035013926017913,20.601388170101714,0.4118594961394324,1,1,0,1,0
Polystichum lepidocaulon,native,herbaceous,0.5778434569761622,27.392780705207922,1.3638697349438371,0,1,0,1,0
Stachys japonica,native,herbaceous,1.0143369395291075,20.701322649204492,0.22463643019632223,0,1,0,1,0
Cimicifuga japonica,native,herbaceous,0.32411720333407956,29.78551058501811,2.0969671051519265,1,1,0,1,0
Coniogramme intermedia,native,herbaceous,0.3859651869773592,25.8994698440596,2.1759684867512,1,1,1,1,1
Dimeria ornithopoda,native,herbaceous,0.7998816227783403,18.282227273441798,0.66636339254835,1,0,0,0,0
Carex maximowiczii,native,herbaceous,0.18477951896702852,21.916057884644363,0.9549256943152046,1,0,0,0,0
Haloragis micrantha,native,herbaceous,0.21882858800051722,36.43408904123998,0.3221136949200285,1,0,0,0,0
Cynanchum amplexicaule,native,herbaceous,1.1761666198977414,26.73695085309739,0.23848433992694384,1,0,0,0,0
Allium taquetii,native,herbaceous,0.3146214146420656,23.7693819674395,4.883785673431604,1,0,0,0,0
Hydrocotyle ramiflora,native,herbaceous,0.38223248192115405,38.295903292259005,0.5176640458778073,1,0,0,0,0
Hypericum laxum,native,herbaceous,0.237552946677998,37.42099971810974,0.17895926964832207,1,0,0,0,0
Carex planiculmis,native,herbaceous,0.19116985015775775,21.603766848026343,1.0157176089770068,1,0,0,0,0
Pennisetum alopecuroides,native,herbaceous,0.9144,22.5511891105971,1.49763285024155,0,1,0,1,0
Cyperus amuricus,native,herbaceous,0.19495670846416346,27.95684274676946,0.24786487331509352,1,1,1,1,0
Aster tataricus,Aster_native,herbaceous,0.6931673637884983,24.728799055812818,0.11081155492069314,1,1,1,1,0
Rhynchosia volubilis,native,herbaceous,0.24104614041142228,36.71314005214764,7.270672507291122,1,1,0,1,0
Pollia japonica,native,herbaceous,0.5709280645565252,25.77936340709495,5.133510146536281,0,0,0,1,0
Pteris multifida,native,herbaceous,0.3859651869773592,25.8994698440596,2.1759684867512,0,0,0,1,0
Carduus crispus,Aster_exotic,herbaceous,0.954206748108396,21.38976427851141,1.9206344669514426,1,1,1,0,0
Carex fernaldiana,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,1,0,0,1,0
Scutellaria strigillosa,native,herbaceous,1.0143369395291075,20.701322649204492,0.22463643019632223,1,1,0,0,0
Crepidiastrum chelidoniifolium,Aster_native,herbaceous,0.7950287160315263,28.091343020314962,0.1828754754195766,1,1,1,1,0
Carex lenta,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,1,0,0,0,0
Angelica cartilaginomarginata,native,herbaceous,0.47765088487370166,31.883969424528836,3.3141165989552315,1,1,0,0,0
Filipendula glaberrima,native,herbaceous,0.23581769153078178,35.76088730034121,4.4501995046519065,1,0,0,1,0
Murdannia keisak,native,herbaceous,0.5709280645565252,25.77936340709495,5.1687815588656765,1,0,0,0,0
Viola albida,native,herbaceous,0.13575702049646146,34.295192140809576,0.96142313297795,1,1,1,1,0
Carex alterniflora,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,1,0,1,0,0
Saussurea tanakae,Aster_native,herbaceous,0.890367424667546,21.928666557232876,2.535841241199409,1,0,0,0,0
Woodsia polystichoides,native,herbaceous,0.6867907372573095,28.24038975493028,1.2733725862566148,1,0,1,1,1
Valeriana fauriei,native,herbaceous,0.2712489677150636,35.219965295471916,0.8642436418490724,1,1,1,1,0
Carex curaica,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,0,0,1,0,0
Viola japonica,native,herbaceous,0.13575702049646146,34.295192140809576,0.96142313297795,1,1,0,1,0
Polystichum braunii,native,herbaceous,0.5778434569761622,27.392780705207922,1.3638697349438371,1,1,0,1,0
Adenophora polyantha,native,herbaceous,0.21415605257824552,33.33847092827004,0.4905662158865855,0,1,0,0,0
Selaginella involvens,native,herbaceous,0.2916106490926877,39.10522128872686,2.981725732468191,1,1,0,0,0
Carex aphanolepis,native,herbaceous,0.19123428311814214,22.17291811834657,1.0765768667074218,1,0,0,1,0
Angelica polymorpha,native,herbaceous,0.47765088487370166,31.883969424528836,3.32696320004532,1,1,1,1,0
Galium kinuta,native,herbaceous,0.6631018808736632,28.115323133660713,0.35574689145666943,1,1,1,1,0
Coreopsis alternifolia,Aster_exotic,herbaceous,0.6896462051995276,34.115364851424566,2.355732256926652,0,1,0,0,0
Botrychium robustum,native,herbaceous,0.3252994301826274,29.875208001483383,3.1284859733572374,1,0,0,0,0
Cardamine komarovii,native,herbaceous,0.2770337653715865,37.87787773674577,0.1502978987478505,1,0,0,1,0
Tetragonia tetragonoides,native,herbaceous,0.37530049328572035,28.22566261523744,0.6436714797062044,1,0,0,0,0
Tulipa edulis,native,herbaceous,0.3014193689834412,33.11000318209405,12.58442962143311,1,0,0,1,0
Trichosanthes kirilowii,native,herbaceous,0.7166764259660776,26.571605885317286,3.3974881616066854,1,1,0,1,1
Plagiogyria euphlebia,native,herbaceous,0.40727561675180174,25.95730241081012,3.0979920329897057,1,0,1,0,0
Polygonum dissitiflorum,native,herbaceous,0.6653920846383409,36.49259360262684,4.362313226759399,0,0,0,1,0
Oenanthe javanica,native,herbaceous,0.5542070269978653,27.46102790133971,2.1167232282599335,1,1,0,1,0
Pedicularis resupinata,native,herbaceous,0.3631233797260017,22.50313103109647,0.24977582802248066,1,1,1,1,0
Parasenecio firmus,Aster_native,herbaceous,0.6884253460656097,33.55150065904825,2.586620615854057,1,1,0,0,0
Galinsoga parviflora,Aster_exotic,herbaceous,2.122914757094416,11.3320383165326,0.7050700812884817,0,1,0,0,0
Beckmannia syzigachne,native,herbaceous,0.9144,16.799515610463978,0.741505012439759,1,0,0,0,0
Rorippa indica,native,herbaceous,0.31430955889293877,32.287641084090176,0.17736771461814407,0,0,1,0,0
Galium kamtschaticum,native,herbaceous,0.6757616882204848,28.115323133660713,0.443152438885616,1,1,1,1,0
Bromus remotiflorus,native,herbaceous,0.2943555436749381,15.006359167748855,2.1805449668340158,1,0,0,1,0
Sisymbrium luteum,native,herbaceous,0.4250340036768449,31.579538875959752,0.22946002643358349,1,0,0,1,0
Artemisia annua,Aster_native,herbaceous,0.95,31.851999999999997,0.034159999999999996,1,1,1,0,0
Senecio vulgaris,Aster_exotic,herbaceous,0.575711911803488,29.922272092901885,0.16203339575799608,0,0,0,1,0
Sphenomeris chinensis,native,herbaceous,0.38500469442878826,26.13018229400172,2.1642633589692,1,0,0,0,0
Sedum polytrichoides,native,herbaceous,0.2188775865305466,35.91291533643587,0.34015044068774947,1,1,1,0,0
Calamagrostis langsdorffii,native,herbaceous,0.6080894881645111,16.32193149183317,0.7385656932231842,0,0,0,1,0
Aster koraiensis,Aster_native,herbaceous,29.999999999999996,3.2417,6.218,1,1,0,0,0
Ixeris polycephala,Aster_native,herbaceous,0.7972790461831941,28.03699920313981,0.2232,0,0,1,0,0
Potentilla anemonifolia,native,herbaceous,0.11456429129715695,19.049269268999144,0.1,1,0,1,0,0
Cirsium pendulum,Aster_native,herbaceous,1.2,21.845839532163968,2.370936398670426,1,0,0,1,0
Sedum middendorffianum,native,herbaceous,0.20000000000000004,37.66586985064038,0.2736668579020303,1,0,0,0,0
Carex leiorhyncha,native,herbaceous,0.1778348306417938,30.23827617010183,0.8130072072066631,1,0,0,1,0
Phegopteris decursive-pinnata,native,herbaceous,0.6964023974627127,28.234711407556144,1.203695965470303,0,0,1,0,0
Cheilanthes argentea,native,herbaceous,0.3859651869773592,25.8994698440596,2.1759684867512,1,0,1,0,0
Conyza bonariensis,Aster_exotic,herbaceous,0.4451,12.699999999999998,0.09666500000000001,0,0,1,1,0
Bidens pilosa,Aster_exotic,herbaceous,0.6542970012675702,43.31279893595657,2.333890360096837,0,1,0,0,0
Sigesbeckia glabrescens,Aster_native,herbaceous,2.1749653821684447,10.869377865375013,1.41036,1,1,0,1,0
Bidens parviflora,Aster_native,herbaceous,0.6762730725364592,33.86921732573167,2.4172911405292647,1,0,0,0,0
Disporum uniflorum,native,herbaceous,0.3047884538895177,32.965503362804284,19.77428772608685,1,1,0,1,0
Carex dispalata,native,herbaceous,0.19212448882215707,21.629639647551382,1.0157176089770068,1,1,0,1,0
Polygonatum stenophyllum,native,herbaceous,0.26269475424357525,23.856357505072562,17.48333376415367,0,1,0,1,0
Anthriscus sylvestris,native,herbaceous,0.597451680672269,30.34996747635161,3.7394864864864905,1,1,0,0,0
Matteuccia struthiopteris,native,herbaceous,0.927666666666667,27.569202203803204,1.165889863762545,1,1,0,1,0
Aconitum coreanum,native,herbaceous,0.3592626730047713,29.02290426735842,2.4355959018638766,1,1,0,0,0
Echinops setifer,Aster_native,herbaceous,1.022535475037644,21.83602495105697,2.416273465278926,1,0,0,0,0
Leonurus macranthus,native,herbaceous,0.45581237082234954,21.73292998143806,0.48659673811283033,0,1,0,0,0
Pimpinella komarovii,native,herbaceous,0.5652058003349484,30.05474296770331,3.4088684955778485,1,0,1,0,0
Commelina coreana,native,herbaceous,0.5968623820698309,25.5139429739718,7.697600000000001,1,1,0,1,0
Scabiosa tschiliensis,native,herbaceous,0.2736471332325494,34.59595994218143,0.8742936012997569,1,1,0,0,0
Marsdenia tomentosa,native,herbaceous,1.103364770053531,26.86036635254857,0.2231632303940347,1,0,0,0,0
